 ,Label,lumMean,lumSD,area,maxPower,maxFreq,propPower,sumPower,meanPower,powerSD,lwMean,lwSD,mwMean,mwSD,swMean,swSD,uvMean,uvSD,dblMean,dblSD
135,606637_dorsal_d3,0.060887922,0.012938942,33672,0.002111730,2.000000000,0.138412399,0.015256796,0.000897459,0.000591756,0.047570176,0.011069320,0.059636530,0.015101269,0.098119996,0.017853820,0.107874653,0.015163391,0.060887922,0.012938942
136,606637_side_w1,0.365260127,0.104514592,17220,0.018365253,45.254833888,0.115837420,0.158543354,0.009326080,0.006072390,0.365664233,0.107693189,0.366344731,0.106284596,0.331034274,0.087478407,0.454476961,0.121224320,0.365260127,0.104514592
137,606637_side_o1,0.093783207,0.017215710,5099,0.005208317,45.254833888,0.113979042,0.045695392,0.002687964,0.001541355,0.096091138,0.020631157,0.095560604,0.019167178,0.093481318,0.015264808,0.107381898,0.015077642,0.093783207,0.017215710
138,606637_ventral_b1,0.391186740,0.048934018,32759,0.007158107,31.999999932,0.103086559,0.069437830,0.004084578,0.002186001,0.405392963,0.053018456,0.396692765,0.051710610,0.326316827,0.040046880,0.382143133,0.042775320,0.391186740,0.048934018
139,606637_ventral_b2,0.425874011,0.050103213,33672,0.006972429,63.999999831,0.111581585,0.062487276,0.003675722,0.001759085,0.440282875,0.053669836,0.430429614,0.051969373,0.356998898,0.042580148,0.424024719,0.054562429,0.425874011,0.050103213
140,606637_ventral_b3,0.376948999,0.035755184,33124,0.004803702,15.999999975,0.098728963,0.048655451,0.002862085,0.001343511,0.383100923,0.037470054,0.379194449,0.038878509,0.332877938,0.033387530,0.408571574,0.034742638,0.376948999,0.035755184
141,606637_ventral_t1,0.058068672,0.009443856,135929,0.007728312,127.999999595,0.148384793,0.052082910,0.003063701,0.002453321,0.052976198,0.010258172,0.059407285,0.010563186,0.073260843,0.011006964,0.070461718,0.011577926,0.058068672,0.009443856
142,606647_crown_c1,0.080011704,0.030051566,76876,0.003424105,2.000000000,0.090149959,0.037982322,0.002234254,0.000946061,0.065249398,0.024195120,0.083699840,0.032720940,0.100605909,0.038749713,0.172022393,0.050590704,0.080011704,0.030051566
143,606647_dorsal_d1,0.070233795,0.009997746,32761,0.001405124,31.999999932,0.099896275,0.014065825,0.000827401,0.000456244,0.061496827,0.008233135,0.072201364,0.010665397,0.089255677,0.013983542,0.106515646,0.019347731,0.070233795,0.009997746
144,606647_dorsal_d2,0.061036035,0.008314018,33123,0.001251500,31.999999932,0.097626038,0.012819326,0.000754078,0.000356909,0.054483895,0.007446445,0.062857841,0.008961907,0.077413364,0.010954481,0.087339122,0.011992705,0.061036035,0.008314018
145,606647_dorsal_d3,0.068349787,0.008492355,33489,0.000870163,15.999999975,0.071977556,0.012089371,0.000711139,0.000163685,0.060390624,0.007595837,0.070322461,0.009191335,0.086039866,0.011690615,0.104587821,0.014862891,0.068349787,0.008492355
146,606647_side_w1,0.462063431,0.124101127,62809,0.025739397,63.999999831,0.117583785,0.218902611,0.012876624,0.007360008,0.476948625,0.130026924,0.472656000,0.128276048,0.375083913,0.090900236,0.407259395,0.084019030,0.462063431,0.124101127
147,606647_side_o1,0.071471482,0.023518859,12497,0.010877891,63.999999831,0.098737375,0.110169939,0.006480585,0.003194731,0.069832010,0.026590989,0.073111719,0.024177812,0.079735941,0.016848692,0.084008642,0.012844619,0.071471482,0.023518859
148,606647_ventral_b1,0.394488782,0.058153214,33856,0.009137137,31.999999932,0.114860713,0.079549715,0.004679395,0.002071354,0.403329674,0.061675017,0.400767735,0.060003704,0.335927214,0.047161702,0.397415035,0.072361997,0.394488782,0.058153214
149,606647_ventral_b2,0.401381250,0.065640868,33856,0.012298477,45.254833888,0.128448544,0.095746334,0.005632137,0.003229045,0.409123073,0.068721967,0.406104325,0.067718511,0.345277026,0.053089164,0.439348008,0.081018703,0.401381250,0.065640868
150,606647_ventral_b3,0.356775111,0.037509740,34225,0.004481421,45.254833888,0.095465405,0.046942877,0.002761346,0.000941833,0.358901224,0.039931242,0.361674497,0.040495865,0.317200362,0.032456511,0.375661195,0.034270891,0.356775111,0.037509740
151,606647_ventral_t1,0.052042225,0.007428401,169088,0.007703281,127.999999595,0.144977007,0.053134502,0.003125559,0.002695021,0.046521611,0.008641640,0.053786382,0.008500383,0.067003941,0.008983991,0.063421478,0.008232925,0.052042225,0.007428401
152,606654_crown_c1,0.090877476,0.032600928,60006,0.003639021,63.999999831,0.083721137,0.043465972,0.002556822,0.001138821,0.073302021,0.032377617,0.094860969,0.035542479,0.113487333,0.031981809,0.187457573,0.051380128,0.090877476,0.032600928
153,606654_dorsal_d1,0.056031794,0.013156816,32400,0.001600306,2.000000000,0.107452077,0.014893210,0.000876071,0.000533040,0.047333297,0.012064978,0.058285023,0.014505335,0.072097556,0.016112310,0.055884421,0.011418617,0.056031794,0.013156816
154,606654_dorsal_d2,0.054722490,0.012838920,32398,0.001589753,22.627416956,0.096668607,0.016445395,0.000967376,0.000397803,0.046777537,0.012021950,0.057049897,0.013992279,0.069155591,0.015586430,0.055263034,0.011519541,0.054722490,0.012838920
155,606654_dorsal_d3,0.055546296,0.014857364,33306,0.001682229,45.254833888,0.098075086,0.017152456,0.001008968,0.000450181,0.046939789,0.013615683,0.057849755,0.015987649,0.071260791,0.017655067,0.055442512,0.013085785,0.055546296,0.014857364
156,606654_side_w1,0.445239068,0.120118901,35085,0.024089877,45.254833888,0.120488199,0.199935570,0.011760916,0.007436637,0.446235610,0.124066111,0.449059107,0.121859299,0.390750237,0.094964132,0.520190061,0.129463149,0.445239068,0.120118901
157,606654_side_o1,0.072419541,0.016495120,2675,0.010079190,7.999999992,0.101596420,0.099208123,0.005835772,0.002997783,0.069244144,0.019205586,0.073907749,0.016830264,0.083167748,0.013202293,0.085783929,0.010594553,0.072419541,0.016495120
158,606654_ventral_b1,0.422216912,0.038457589,33306,0.005914732,31.999999932,0.114768460,0.051536216,0.003031542,0.001742023,0.426772876,0.039053879,0.421703419,0.041204221,0.375468668,0.039145471,0.526723595,0.063373251,0.422216912,0.038457589
159,606654_ventral_b2,0.481368524,0.047180102,34223,0.006774793,31.999999932,0.112931051,0.059990528,0.003528855,0.002030089,0.494767582,0.052310590,0.484072214,0.050660314,0.408709357,0.039339734,0.520885378,0.039214553,0.481368524,0.047180102
