 ,Label,lumMean,lumSD,area,maxPower,maxFreq,propPower,sumPower,meanPower,powerSD,lwMean,lwSD,mwMean,mwSD,swMean,swSD,uvMean,uvSD,dblMean,dblSD
1,613606_crown_c1,0.056674291,0.019221313,147857,0.003129836,45.254833888,0.087710423,0.035683737,0.002099043,0.000609921,0.043959636,0.016215003,0.060328264,0.021205101,0.075653182,0.022132337,0.130693934,0.038168511,0.056674291,0.019221313
2,613606_dorsal_d1,0.071700853,0.009355477,34596,0.001742530,2.000000000,0.181247440,0.009614097,0.000565535,0.000461032,0.065532736,0.007981246,0.073926606,0.010503439,0.085718936,0.013554332,0.097273509,0.008053694,0.071700853,0.009355477
3,613606_dorsal_d2,0.074686298,0.010178084,33856,0.001894213,2.000000000,0.207710229,0.009119499,0.000536441,0.000500609,0.067155847,0.007468187,0.077119758,0.011528916,0.090235177,0.015826497,0.107547549,0.009097754,0.074686298,0.010178084
4,613606_dorsal_d3,0.074602835,0.010034553,33489,0.001650506,2.000000000,0.144872476,0.011392818,0.000670166,0.000458955,0.069696805,0.009313742,0.076743015,0.011134000,0.086717274,0.013476636,0.104117769,0.009074500,0.074602835,0.010034553
5,613606_side_w1,0.348682383,0.092068117,38260,0.015959546,45.254833888,0.106365235,0.150044755,0.008826162,0.004638471,0.359754295,0.097890888,0.355327968,0.096140016,0.293101376,0.066737328,0.330483620,0.064964516,0.348682383,0.092068117
6,613606_side_o1,0.089222840,0.017813545,17396,0.006312653,31.999999932,0.090604600,0.069672549,0.004098385,0.001575176,0.091712210,0.020820432,0.090747888,0.019059273,0.090085551,0.013256041,0.102582305,0.010404744,0.089222840,0.017813545
7,613606_ventral_b1,0.436781784,0.063714438,36099,0.009642987,31.999999932,0.116034092,0.083104777,0.004888516,0.002899802,0.466131953,0.070185425,0.444094355,0.066525580,0.340425856,0.050159807,0.342509167,0.057401341,0.436781784,0.063714438
8,613606_ventral_b2,0.449486351,0.031930867,34225,0.004752588,22.627416956,0.109033353,0.043588386,0.002564023,0.001620036,0.466422324,0.036369403,0.452844688,0.035971453,0.377942680,0.030520226,0.428040819,0.036097337,0.449486351,0.031930867
9,613606_ventral_b3,0.397754894,0.028818234,36100,0.003643958,45.254833888,0.093396727,0.039015905,0.002295053,0.000874131,0.411247821,0.032852283,0.401490155,0.032499897,0.337742483,0.028144240,0.385569795,0.034472046,0.397754894,0.028818234
10,613606_ventral_t1,0.048479536,0.008598751,190732,0.005199490,181.019335363,0.132122228,0.039353639,0.002314920,0.001602694,0.044004733,0.009658838,0.049999717,0.009826172,0.062853934,0.010906307,0.058871553,0.008510807,0.048479536,0.008598751
