"ID","photo","pl_code","rep","lumMean","lumSD","area","maxPower","maxFreq","propPower","sumPower","meanPower","powerSD","lwMean","lwSD","mwMean","mwSD","swMean","swSD","uvMean","uvSD","dblMean","dblSD","area_mm2","Species","Day","Month","Year","Locality","County","State.Province","Sex","pop","Region","lat","lon","GRG.no.","Collector","prepartor","tissue.no.","Age","testes.L.R","weight.g","skeleton","wing.R.mm","tail.mm","bill.depth.mm","bill.width.mm","bill.culmen.mm","bill.nares.mm","tarsus1.mm","tarsus2.mm","alula","wing.spot.L.mm","wing.spot.R.mm","dorsal.photoID","side.photoID","crown.photoID","ventral.photoID","file.loc","comments_specimen","comments_analysis","Weight","Tarsometatarsus"
"606622","crown","c","1",0.074811538,0.026532984,88176,0.003021698,63.999999831,0.069514262,0.043468746,0.002556985,0.000589772,0.060572467,0.021252681,0.078596511,0.027811574,0.094681822,0.035297071,0.155677654,0.050402443,0.074811538,0.026532984,66.1857759429537,"Setophaga caerulescens",13,"Jun",88,"Jefferson Nat'l Forest, 4.5mi SE Norton, Bark Camp Branch; 920m","Wise","VA","M","VA.Wise","South",36.87043,-82.525983,2491,"GRG","JPA","T-459-a,b","ASY","5x5, NA",10.5,"partial",66.2,53.6,2.8,3.5,10.8,6.8,NA,NA,"blue",19.9,20.7,2,2,2,2,NA,"gonads mushy; Not original label","",NA,19.15
"606622","dorsal","d","1",0.049524064,0.007601419,34225,0.000939042,31.999999932,0.102522271,0.009159392,0.000538788,0.00027444,0.04512038,0.008778264,0.051076135,0.008843683,0.064169733,0.009370149,0.064418757,0.010654751,0.049524064,0.007601419,25.6896228185401,"Setophaga caerulescens",13,"Jun",88,"Jefferson Nat'l Forest, 4.5mi SE Norton, Bark Camp Branch; 920m","Wise","VA","M","VA.Wise","South",36.87043,-82.525983,2491,"GRG","JPA","T-459-a,b","ASY","5x5, NA",10.5,"partial",66.2,53.6,2.8,3.5,10.8,6.8,NA,NA,"blue",19.9,20.7,2,2,2,2,NA,"gonads mushy; Not original label","",NA,19.15
"606622","dorsal","d","2",0.045997139,0.007995269,34410,0.000962177,2,0.106009065,0.00907637,0.000533904,0.000283647,0.04083166,0.008368076,0.047559349,0.009241112,0.06216455,0.010749864,0.061611136,0.011419269,0.045997139,0.007995269,25.8284856445862,"Setophaga caerulescens",13,"Jun",88,"Jefferson Nat'l Forest, 4.5mi SE Norton, Bark Camp Branch; 920m","Wise","VA","M","VA.Wise","South",36.87043,-82.525983,2491,"GRG","JPA","T-459-a,b","ASY","5x5, NA",10.5,"partial",66.2,53.6,2.8,3.5,10.8,6.8,NA,NA,"blue",19.9,20.7,2,2,2,2,NA,"gonads mushy; Not original label","",NA,19.15
"606622","dorsal","d","3",0.048900114,0.00939134,33855,0.00140903,2,0.141803848,0.009936471,0.000584498,0.000415564,0.043929529,0.009750802,0.050506921,0.010780193,0.064508161,0.011094516,0.067133578,0.012622833,0.048900114,0.00939134,25.4118971664477,"Setophaga caerulescens",13,"Jun",88,"Jefferson Nat'l Forest, 4.5mi SE Norton, Bark Camp Branch; 920m","Wise","VA","M","VA.Wise","South",36.87043,-82.525983,2491,"GRG","JPA","T-459-a,b","ASY","5x5, NA",10.5,"partial",66.2,53.6,2.8,3.5,10.8,6.8,NA,NA,"blue",19.9,20.7,2,2,2,2,NA,"gonads mushy; Not original label","",NA,19.15
"606622","side","w","1",0.436045519,0.107483793,75599,0.023967416,63.999999831,0.129936956,0.184454189,0.010850246,0.007334758,0.449743981,0.115507902,0.44604712,0.111058264,0.355512799,0.075549615,0.394650455,0.071446156,0.436045519,0.107483793,56.7453556014262,"Setophaga caerulescens",13,"Jun",88,"Jefferson Nat'l Forest, 4.5mi SE Norton, Bark Camp Branch; 920m","Wise","VA","M","VA.Wise","South",36.87043,-82.525983,2491,"GRG","JPA","T-459-a,b","ASY","5x5, NA",10.5,"partial",66.2,53.6,2.8,3.5,10.8,6.8,NA,NA,"blue",19.9,20.7,2,2,2,2,NA,"gonads mushy; Not original label","",NA,19.15
"606622","side","o","1",0.069103122,0.013569863,8961,0.008312671,15.999999975,0.101882511,0.081590758,0.004799456,0.002427485,0.066095279,0.0161008,0.071037404,0.014274673,0.079054584,0.010603576,0.087414921,0.012965043,0.069103122,0.013569863,6.7262150497279,"Setophaga caerulescens",13,"Jun",88,"Jefferson Nat'l Forest, 4.5mi SE Norton, Bark Camp Branch; 920m","Wise","VA","M","VA.Wise","South",36.87043,-82.525983,2491,"GRG","JPA","T-459-a,b","ASY","5x5, NA",10.5,"partial",66.2,53.6,2.8,3.5,10.8,6.8,NA,NA,"blue",19.9,20.7,2,2,2,2,NA,"gonads mushy; Not original label","",NA,19.15
"606622","ventral","b","1",0.398386778,0.039173101,32761,0.006017265,22.627416956,0.119155349,0.050499326,0.002970549,0.001744857,0.406233362,0.042331448,0.401203676,0.041158997,0.347619059,0.035355062,0.417601787,0.045005847,0.398386778,0.039173101,24.5907299680991,"Setophaga caerulescens",13,"Jun",88,"Jefferson Nat'l Forest, 4.5mi SE Norton, Bark Camp Branch; 920m","Wise","VA","M","VA.Wise","South",36.87043,-82.525983,2491,"GRG","JPA","T-459-a,b","ASY","5x5, NA",10.5,"partial",66.2,53.6,2.8,3.5,10.8,6.8,NA,NA,"blue",19.9,20.7,2,2,2,2,NA,"gonads mushy; Not original label","",NA,19.15
"606622","ventral","b","2",0.45344165,0.036196491,32942,0.004835926,15.999999975,0.099135845,0.048780805,0.002869459,0.001126263,0.467478812,0.040455715,0.457682945,0.039578359,0.38122747,0.031893894,0.451571178,0.040070934,0.45344165,0.036196491,24.7265903546632,"Setophaga caerulescens",13,"Jun",88,"Jefferson Nat'l Forest, 4.5mi SE Norton, Bark Camp Branch; 920m","Wise","VA","M","VA.Wise","South",36.87043,-82.525983,2491,"GRG","JPA","T-459-a,b","ASY","5x5, NA",10.5,"partial",66.2,53.6,2.8,3.5,10.8,6.8,NA,NA,"blue",19.9,20.7,2,2,2,2,NA,"gonads mushy; Not original label","",NA,19.15
"606622","ventral","b","3",0.324137253,0.03680588,32400,0.004783435,63.999999831,0.097998628,0.048811249,0.00287125,0.001232625,0.32250569,0.039377793,0.325827145,0.038885275,0.300696244,0.032658459,0.394850512,0.03186261,0.324137253,0.03680588,24.3197598048414,"Setophaga caerulescens",13,"Jun",88,"Jefferson Nat'l Forest, 4.5mi SE Norton, Bark Camp Branch; 920m","Wise","VA","M","VA.Wise","South",36.87043,-82.525983,2491,"GRG","JPA","T-459-a,b","ASY","5x5, NA",10.5,"partial",66.2,53.6,2.8,3.5,10.8,6.8,NA,NA,"blue",19.9,20.7,2,2,2,2,NA,"gonads mushy; Not original label","",NA,19.15
"606622","ventral","t","1",0.049694222,0.009113036,91704,0.00190309,90.509667729,0.083786036,0.022713688,0.001336099,0.000412075,0.044439056,0.009890879,0.050973169,0.010151072,0.066229454,0.011377093,0.058865923,0.010306475,0.049694222,0.009113036,68.8339275661475,"Setophaga caerulescens",13,"Jun",88,"Jefferson Nat'l Forest, 4.5mi SE Norton, Bark Camp Branch; 920m","Wise","VA","M","VA.Wise","South",36.87043,-82.525983,2491,"GRG","JPA","T-459-a,b","ASY","5x5, NA",10.5,"partial",66.2,53.6,2.8,3.5,10.8,6.8,NA,NA,"blue",19.9,20.7,2,2,2,2,NA,"gonads mushy; Not original label","",NA,19.15
