"ID","pl_code","lumMean","lumSD","lwMean","lwSD","mwMean","mwSD","swMean","swSD","uvMean","uvSD","dblMean","dblSD","area_mm2","Species","Day","Month","Year","Locality","County","State.Province","Sex","pop","Region","lat","lon","GRG.no.","Collector","prepartor","tissue.no.","Age","testes.L.R","weight.g","skeleton","wing.R.mm","tail.mm","bill.depth.mm","bill.width.mm","bill.culmen.mm","bill.nares.mm","tarsus1.mm","tarsus2.mm","alula","wing.spot.L.mm","wing.spot.R.mm","dorsal.photoID","side.photoID","crown.photoID","ventral.photoID","file.loc","comments_specimen","comments_analysis","Weight","Tarsometatarsus"
"606675","o",0.056179844,0.01553173,0.058601628,0.017870952,0.057974876,0.016254072,0.059145713,0.012965949,0.074175555,0.014290598,0.056179844,0.01553173,5.65284293488459,"Setophaga caerulescens",21,"Jun",88,"Monogahela Nat'l Forest;Gauley River, 2mi E. Gauley Mills","Webster","WV","M","WV.Webster","Central",38.3614987,-80.5834224,2545,"GRG","JPA","513-a,b","ASY","7x5.5",9,"partial",62.2,55.8,3.2,3.8,11.1,7.2,NA,NA,"blue",12.7,14.6,2,2,2,2,NA,"660m elev; not original label","",NA,NA
"606675","t",0.034167982,0.007879185,0.033319203,0.008944035,0.036096082,0.008641693,0.042813331,0.008917831,0.048184457,0.011630999,0.034167982,0.007879185,135.828110339651,"Setophaga caerulescens",21,"Jun",88,"Monogahela Nat'l Forest;Gauley River, 2mi E. Gauley Mills","Webster","WV","M","WV.Webster","Central",38.3614987,-80.5834224,2545,"GRG","JPA","513-a,b","ASY","7x5.5",9,"partial",62.2,55.8,3.2,3.8,11.1,7.2,NA,NA,"blue",12.7,14.6,2,2,2,2,NA,"660m elev; not original label","",NA,NA
"606675","w",0.414895518,0.119337814,0.429368504,0.126269364,0.418935886,0.120406756,0.346257522,0.097574034,0.379100774,0.092219261,0.414895518,0.119337814,43.1548132857947,"Setophaga caerulescens",21,"Jun",88,"Monogahela Nat'l Forest;Gauley River, 2mi E. Gauley Mills","Webster","WV","M","WV.Webster","Central",38.3614987,-80.5834224,2545,"GRG","JPA","513-a,b","ASY","7x5.5",9,"partial",62.2,55.8,3.2,3.8,11.1,7.2,NA,NA,"blue",12.7,14.6,2,2,2,2,NA,"660m elev; not original label","",NA,NA
"606681","b",0.449690414666667,0.0387313193333333,0.465454051,0.0425924146666667,0.453323844,0.04172995,0.380407194,0.035236589,0.436289395,0.0462042513333333,0.449690414666667,0.0387313193333333,25.4121473697379,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 1mi N Hwy 92; 1070m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2551,"GRG","JPA","T-519-a,b","ASY","8x5.5",9.5,"partial",64.5,53.6,3.1,3.7,11.1,7,NA,NA,"blue",19.6,20,2,2,2,2,NA,"Not original label","",NA,19.2
"606681","c",0.061744498,0.021473359,0.051111349,0.017502975,0.065835389,0.022488496,0.075412891,0.027529564,0.120368363,0.041229392,0.061744498,0.021473359,53.1717020078814,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 1mi N Hwy 92; 1070m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2551,"GRG","JPA","T-519-a,b","ASY","8x5.5",9.5,"partial",64.5,53.6,3.1,3.7,11.1,7,NA,NA,"blue",19.6,20,2,2,2,2,NA,"Not original label","",NA,19.2
"606681","d",0.0548853596666667,0.00850168866666667,0.048856733,0.00736820466666667,0.0566231263333333,0.00908869433333333,0.0713557796666667,0.010964002,0.0789742933333333,0.0149349936666667,0.0548853596666667,0.00850168866666667,26.0178895352474,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 1mi N Hwy 92; 1070m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2551,"GRG","JPA","T-519-a,b","ASY","8x5.5",9.5,"partial",64.5,53.6,3.1,3.7,11.1,7,NA,NA,"blue",19.6,20,2,2,2,2,NA,"Not original label","",NA,19.2
"606681","o",0.070666674,0.016267627,0.067471238,0.018399158,0.072199672,0.016687962,0.082083436,0.014124358,0.090365725,0.016353047,0.070666674,0.016267627,11.6862450741227,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 1mi N Hwy 92; 1070m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2551,"GRG","JPA","T-519-a,b","ASY","8x5.5",9.5,"partial",64.5,53.6,3.1,3.7,11.1,7,NA,NA,"blue",19.6,20,2,2,2,2,NA,"Not original label","",NA,19.2
"606681","t",0.055293431,0.012741897,0.051197899,0.015910084,0.05683779,0.013437562,0.068084025,0.011757124,0.062929966,0.011685273,0.055293431,0.012741897,118.882341902796,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 1mi N Hwy 92; 1070m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2551,"GRG","JPA","T-519-a,b","ASY","8x5.5",9.5,"partial",64.5,53.6,3.1,3.7,11.1,7,NA,NA,"blue",19.6,20,2,2,2,2,NA,"Not original label","",NA,19.2
"606681","w",0.444919546,0.109530776,0.445949011,0.115925593,0.447195288,0.110853687,0.393588171,0.084211097,0.501309288,0.11682969,0.444919546,0.109530776,62.9131169074873,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 1mi N Hwy 92; 1070m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2551,"GRG","JPA","T-519-a,b","ASY","8x5.5",9.5,"partial",64.5,53.6,3.1,3.7,11.1,7,NA,NA,"blue",19.6,20,2,2,2,2,NA,"Not original label","",NA,19.2
"606682","b",0.403687217333333,0.039238077,0.419675239,0.041922632,0.408012206,0.041694625,0.338041002333333,0.0344506193333333,0.392490194333333,0.0433303846666667,0.403687217333333,0.039238077,24.4138362419466,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 1mi N Hwy 92; 1070m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2552,"GRG","JPA","T-520-a,b","ASY","6x6",9,"partial",63,46.7,3,4.2,10.7,7.2,NA,NA,"blue",10.6,13.3,2,2,2,2,NA,"Not original label","",NA,NA
"606682","c",0.06698676,0.022159488,0.056525529,0.02281032,0.07084318,0.023464919,0.081086005,0.021197791,0.122452204,0.0412769,0.06698676,0.022159488,59.3297053856258,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 1mi N Hwy 92; 1070m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2552,"GRG","JPA","T-520-a,b","ASY","6x6",9,"partial",63,46.7,3,4.2,10.7,7.2,NA,NA,"blue",10.6,13.3,2,2,2,2,NA,"Not original label","",NA,NA
"606682","d",0.0471747913333333,0.004456006,0.042944761,0.00498912966666667,0.048940375,0.00537691966666667,0.060812269,0.00661544,0.0645125606666667,0.00600743266666667,0.0471747913333333,0.004456006,25.4596859948708,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 1mi N Hwy 92; 1070m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2552,"GRG","JPA","T-520-a,b","ASY","6x6",9,"partial",63,46.7,3,4.2,10.7,7.2,NA,NA,"blue",10.6,13.3,2,2,2,2,NA,"Not original label","",NA,NA
"606682","o",0.068498638,0.021159137,0.066971387,0.023944139,0.069896475,0.021560233,0.077617734,0.016332508,0.083715953,0.014907036,0.068498638,0.021159137,12.6530305873522,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 1mi N Hwy 92; 1070m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2552,"GRG","JPA","T-520-a,b","ASY","6x6",9,"partial",63,46.7,3,4.2,10.7,7.2,NA,NA,"blue",10.6,13.3,2,2,2,2,NA,"Not original label","",NA,NA
"606682","t",0.047137593,0.006676019,0.04162816,0.00764991,0.048816256,0.007623575,0.062602648,0.008118241,0.056203294,0.006233179,0.047137593,0.006676019,53.7571777068868,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 1mi N Hwy 92; 1070m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2552,"GRG","JPA","T-520-a,b","ASY","6x6",9,"partial",63,46.7,3,4.2,10.7,7.2,NA,NA,"blue",10.6,13.3,2,2,2,2,NA,"Not original label","",NA,NA
"606682","w",0.464043615,0.108390251,0.476577533,0.113090491,0.469605794,0.110435906,0.389204506,0.085427255,0.452022255,0.102624962,0.464043615,0.108390251,24.24544942766,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 1mi N Hwy 92; 1070m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2552,"GRG","JPA","T-520-a,b","ASY","6x6",9,"partial",63,46.7,3,4.2,10.7,7.2,NA,NA,"blue",10.6,13.3,2,2,2,2,NA,"Not original label","",NA,NA
"606683","b",0.448640375666667,0.0285646543333333,0.466960545333333,0.0307958783333333,0.454139344666667,0.031722508,0.368995354666667,0.0323361763333333,0.423592044666667,0.05158563,0.448640375666667,0.0285646543333333,24.5031588165384,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 1mi N Hwy 92; 1070m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2553,"GRG","JPA","T-521-a,b","ASY","7x5",9.5,"partial",65,52,3.4,3.5,10.5,6.8,NA,NA,"blue",13.4,14,2,2,2,2,NA,"Not original label","",NA,NA
"606683","c",0.060305005,0.021703116,0.052399603,0.021124907,0.064057635,0.023151919,0.070830545,0.021123388,0.102622912,0.034406157,0.060305005,0.021703116,86.9528992306249,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 1mi N Hwy 92; 1070m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2553,"GRG","JPA","T-521-a,b","ASY","7x5",9.5,"partial",65,52,3.4,3.5,10.5,6.8,NA,NA,"blue",13.4,14,2,2,2,2,NA,"Not original label","",NA,NA
"606683","d",0.0671033753333333,0.0149947386666667,0.0581127856666667,0.011880107,0.0688383303333333,0.0171741746666667,0.087573365,0.0210893016666667,0.105682086333333,0.0164760753333333,0.0671033753333333,0.0149947386666667,25.1867142052918,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 1mi N Hwy 92; 1070m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2553,"GRG","JPA","T-521-a,b","ASY","7x5",9.5,"partial",65,52,3.4,3.5,10.5,6.8,NA,NA,"blue",13.4,14,2,2,2,2,NA,"Not original label","",NA,NA
"606683","o",0.070209248,0.017290096,0.066807285,0.019346143,0.071528307,0.017891232,0.082666801,0.014996678,0.088307151,0.013337718,0.070209248,0.017290096,11.2261212234941,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 1mi N Hwy 92; 1070m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2553,"GRG","JPA","T-521-a,b","ASY","7x5",9.5,"partial",65,52,3.4,3.5,10.5,6.8,NA,NA,"blue",13.4,14,2,2,2,2,NA,"Not original label","",NA,NA
"606683","t",0.045921044,0.006874306,0.040959151,0.007988227,0.047562174,0.007962628,0.060804982,0.009122384,0.055151913,0.006720312,0.045921044,0.006874306,83.6231938449991,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 1mi N Hwy 92; 1070m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2553,"GRG","JPA","T-521-a,b","ASY","7x5",9.5,"partial",65,52,3.4,3.5,10.5,6.8,NA,NA,"blue",13.4,14,2,2,2,2,NA,"Not original label","",NA,NA
"606683","w",0.403346661,0.120186351,0.410743308,0.126372706,0.406119276,0.122111927,0.355076873,0.094647805,0.422432177,0.087543557,0.403346661,0.120186351,30.3741790204541,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 1mi N Hwy 92; 1070m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2553,"GRG","JPA","T-521-a,b","ASY","7x5",9.5,"partial",65,52,3.4,3.5,10.5,6.8,NA,NA,"blue",13.4,14,2,2,2,2,NA,"Not original label","",NA,NA
"606684","b",0.426527378,0.049587973,0.444781668666667,0.0531219586666667,0.432936345333333,0.0522911246666667,0.349710408333333,0.0409656433333333,0.395038223666667,0.0510027913333333,0.426527378,0.049587973,25.0463501595046,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 2mi N Hwy 92; 1100m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2554,"GRG","JPA","T-522-a,b","SY","7x4",8.5,"partial",58.3,50.9,3.4,3.8,10.7,6,NA,NA,"green",6.9,9.5,2,2,2,2,NA,"Not original label","",NA,NA
"606684","c",0.075286716,0.029554125,0.065966901,0.025572849,0.079125546,0.032077019,0.087026245,0.033080774,0.137711841,0.050050134,0.075286716,0.029554125,43.6614749483956,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 2mi N Hwy 92; 1100m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2554,"GRG","JPA","T-522-a,b","SY","7x4",8.5,"partial",58.3,50.9,3.4,3.8,10.7,6,NA,NA,"green",6.9,9.5,2,2,2,2,NA,"Not original label","",NA,NA
"606684","d",0.0737971796666667,0.00845281566666667,0.0681204506666667,0.00906676433333333,0.075766449,0.00931703833333333,0.08766894,0.0103148206666667,0.106281959666667,0.012714823,0.0737971796666667,0.00845281566666667,25.5054731969725,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 2mi N Hwy 92; 1100m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2554,"GRG","JPA","T-522-a,b","SY","7x4",8.5,"partial",58.3,50.9,3.4,3.8,10.7,6,NA,NA,"green",6.9,9.5,2,2,2,2,NA,"Not original label","",NA,NA
"606684","o",0.066684927,0.014096207,0.063244344,0.01507604,0.068061093,0.014839353,0.079073952,0.015023468,0.092458583,0.021353232,0.066684927,0.014096207,16.5974854569338,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 2mi N Hwy 92; 1100m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2554,"GRG","JPA","T-522-a,b","SY","7x4",8.5,"partial",58.3,50.9,3.4,3.8,10.7,6,NA,NA,"green",6.9,9.5,2,2,2,2,NA,"Not original label","",NA,NA
"606684","t",0.055072068,0.008805348,0.050956401,0.010182278,0.056890269,0.009943865,0.067292981,0.009750937,0.065433991,0.008891093,0.055072068,0.008805348,145.648339275661,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 2mi N Hwy 92; 1100m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2554,"GRG","JPA","T-522-a,b","SY","7x4",8.5,"partial",58.3,50.9,3.4,3.8,10.7,6,NA,NA,"green",6.9,9.5,2,2,2,2,NA,"Not original label","",NA,NA
"606684","w",0.235513043,0.070769908,0.237209088,0.070414287,0.236979411,0.070727384,0.221069201,0.064751748,0.279792741,0.106768185,0.235513043,0.070769908,32.3002439482079,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 2mi N Hwy 92; 1100m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2554,"GRG","JPA","T-522-a,b","SY","7x4",8.5,"partial",58.3,50.9,3.4,3.8,10.7,6,NA,NA,"green",6.9,9.5,2,2,2,2,NA,"Not original label","",NA,NA
"606690","b",0.388061883333333,0.0491268513333333,0.398133629,0.0539410926666667,0.390275826666667,0.051190216,0.339134808,0.0396927693333333,0.403463855666667,0.0392448293333333,0.388061883333333,0.0491268513333333,25.5067242134234,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 4mi N Hwy 92; 1050m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2562,"GRG","JPA","T-530-a,b","SY","7.5x5, 5.5x5",9,"partial",62.2,54.8,2.9,3.9,11.2,7.4,NA,NA,"green",11.2,11.1,2,2,2,2,NA,"Not original label","",NA,NA
"606690","c",0.070221893,0.024145731,0.06072209,0.023192535,0.073844639,0.025311389,0.083221817,0.025310386,0.136597732,0.049413739,0.070221893,0.024145731,51.6629761681366,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 4mi N Hwy 92; 1050m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2562,"GRG","JPA","T-530-a,b","SY","7.5x5, 5.5x5",9,"partial",62.2,54.8,2.9,3.9,11.2,7.4,NA,NA,"green",11.2,11.1,2,2,2,2,NA,"Not original label","",NA,NA
"606690","d",0.077295169,0.00901601266666667,0.0719523506666667,0.00972967666666667,0.0791879953333333,0.009666674,0.0906211946666667,0.00988689733333333,0.108246603,0.0130205156666667,0.077295169,0.00901601266666667,25.0045662100457,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 4mi N Hwy 92; 1050m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2562,"GRG","JPA","T-530-a,b","SY","7.5x5, 5.5x5",9,"partial",62.2,54.8,2.9,3.9,11.2,7.4,NA,NA,"green",11.2,11.1,2,2,2,2,NA,"Not original label","",NA,NA
"606690","o",0.087282315,0.021204208,0.088015255,0.023046266,0.088496016,0.022142002,0.092282068,0.017685625,0.101678893,0.021764042,0.087282315,0.021204208,11.223118784012,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 4mi N Hwy 92; 1050m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2562,"GRG","JPA","T-530-a,b","SY","7.5x5, 5.5x5",9,"partial",62.2,54.8,2.9,3.9,11.2,7.4,NA,NA,"green",11.2,11.1,2,2,2,2,NA,"Not original label","",NA,NA
"606690","t",0.053588621,0.008284811,0.048085835,0.009302304,0.055213619,0.009437651,0.068312081,0.01075419,0.063545062,0.00946097,0.053588621,0.008284811,74.1159692249953,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 4mi N Hwy 92; 1050m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2562,"GRG","JPA","T-530-a,b","SY","7.5x5, 5.5x5",9,"partial",62.2,54.8,2.9,3.9,11.2,7.4,NA,NA,"green",11.2,11.1,2,2,2,2,NA,"Not original label","",NA,NA
"606690","w",0.412886301,0.077902137,0.422836302,0.082699453,0.415224683,0.079856661,0.360248454,0.061862831,0.418348884,0.069360659,0.412886301,0.077902137,14.3178832801651,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 4mi N Hwy 92; 1050m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2562,"GRG","JPA","T-530-a,b","SY","7.5x5, 5.5x5",9,"partial",62.2,54.8,2.9,3.9,11.2,7.4,NA,NA,"green",11.2,11.1,2,2,2,2,NA,"Not original label","",NA,NA
"606695","b",0.411345687,0.0481154576666667,0.426902903666667,0.0533041016666667,0.416430186333333,0.050289237,0.343903579333333,0.0352120493333333,0.376299227,0.040611541,0.411345687,0.0481154576666667,24.7423531619441,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 4mi N Hwy 92; 1100m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2567,"GRG","JPA","T-535-a,b","SY","8x6, NA",9.5,"partial",61.9,51.3,3.4,3.9,10.5,6.8,NA,NA,"green",12.5,11.6,2,3,2,2,NA,"R testis not enlarged; not original label","",NA,19.73
"606695","c",0.06429357,0.021115844,0.054990905,0.018456047,0.068020234,0.022728069,0.077068536,0.025259588,0.124007461,0.03748298,0.06429357,0.021115844,46.4897729405142,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 4mi N Hwy 92; 1100m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2567,"GRG","JPA","T-535-a,b","SY","8x6, NA",9.5,"partial",61.9,51.3,3.4,3.9,10.5,6.8,NA,NA,"green",12.5,11.6,2,3,2,2,NA,"R testis not enlarged; not original label","",NA,19.73
"606695","d",0.0691307403333333,0.0149746743333333,0.0654689356666667,0.0151374326666667,0.0708785786666667,0.0163241806666667,0.0805669056666667,0.0156291806666667,0.090290923,0.0147934713333333,0.0691307403333333,0.0149746743333333,25.2307499843623,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 4mi N Hwy 92; 1100m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2567,"GRG","JPA","T-535-a,b","SY","8x6, NA",9.5,"partial",61.9,51.3,3.4,3.9,10.5,6.8,NA,NA,"green",12.5,11.6,2,3,2,2,NA,"R testis not enlarged; not original label","",NA,19.73
"606695","o",0.07816493,0.010061324,0.07789117,0.011154426,0.079215795,0.01071589,0.085661342,0.010683605,0.098573771,0.027048105,0.07816493,0.010061324,6.49352598986677,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 4mi N Hwy 92; 1100m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2567,"GRG","JPA","T-535-a,b","SY","8x6, NA",9.5,"partial",61.9,51.3,3.4,3.9,10.5,6.8,NA,NA,"green",12.5,11.6,2,3,2,2,NA,"R testis not enlarged; not original label","",NA,19.73
"606695","t",0.057399236,0.01075857,0.052722257,0.012105981,0.059052848,0.011325505,0.070806631,0.010005059,0.06670001,0.01130253,0.057399236,0.01075857,104.340776881216,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 4mi N Hwy 92; 1100m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2567,"GRG","JPA","T-535-a,b","SY","8x6, NA",9.5,"partial",61.9,51.3,3.4,3.9,10.5,6.8,NA,NA,"green",12.5,11.6,2,3,2,2,NA,"R testis not enlarged; not original label","",NA,19.73
"606695","w",0.304890068,0.086140128,0.313133515,0.088318257,0.3072602,0.087695327,0.271778104,0.073586377,0.297465986,0.073669666,0.304890068,0.086140128,30.0071307937699,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 4mi N Hwy 92; 1100m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2567,"GRG","JPA","T-535-a,b","SY","8x6, NA",9.5,"partial",61.9,51.3,3.4,3.9,10.5,6.8,NA,NA,"green",12.5,11.6,2,3,2,2,NA,"R testis not enlarged; not original label","",NA,19.73
"606696","b",0.385951051666667,0.0368274356666667,0.404093066333333,0.0397743526666667,0.391503346333333,0.0393271816666667,0.316885804,0.0348740076666667,0.358531582333333,0.0426700926666667,0.385951051666667,0.0368274356666667,24.7873897541753,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 4mi N Hwy 92; 1100m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2568,"GRG","JPA","T-563-a,b","SY","8x5, NA",9,"partial",63.7,52.5,3,4.2,10.5,6.9,NA,NA,"green",9.2,8.6,2,2,2,2,NA,"R testis not enlarged; not original label","",NA,19.12
"606696","c",0.095089517,0.03264536,0.076711735,0.027122571,0.099346469,0.036080779,0.117871411,0.037595529,0.217140113,0.055206336,0.095089517,0.03264536,72.3955714017639,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 4mi N Hwy 92; 1100m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2568,"GRG","JPA","T-563-a,b","SY","8x5, NA",9,"partial",63.7,52.5,3,4.2,10.5,6.9,NA,NA,"green",9.2,8.6,2,2,2,2,NA,"R testis not enlarged; not original label","",NA,19.12
"606696","d",0.083427687,0.0201963836666667,0.0751944416666667,0.016251441,0.085771216,0.0231584563333333,0.0998739363333333,0.0269191996666667,0.121236626666667,0.015753146,0.083427687,0.0201963836666667,25.6928754613123,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 4mi N Hwy 92; 1100m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2568,"GRG","JPA","T-563-a,b","SY","8x5, NA",9,"partial",63.7,52.5,3,4.2,10.5,6.9,NA,NA,"green",9.2,8.6,2,2,2,2,NA,"R testis not enlarged; not original label","",NA,19.12
"606696","o",0.095946798,0.016268386,0.098571103,0.01873905,0.097071672,0.016849318,0.097486256,0.012547734,0.111625601,0.010901396,0.095946798,0.016268386,4.97954588102834,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 4mi N Hwy 92; 1100m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2568,"GRG","JPA","T-563-a,b","SY","8x5, NA",9,"partial",63.7,52.5,3,4.2,10.5,6.9,NA,NA,"green",9.2,8.6,2,2,2,2,NA,"R testis not enlarged; not original label","",NA,19.12
"606696","t",0.04926011,0.008515085,0.044137397,0.009454272,0.050587424,0.009677047,0.065118541,0.011106639,0.05629103,0.008761855,0.04926011,0.008515085,127.894164008257,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 4mi N Hwy 92; 1100m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2568,"GRG","JPA","T-563-a,b","SY","8x5, NA",9,"partial",63.7,52.5,3,4.2,10.5,6.9,NA,NA,"green",9.2,8.6,2,2,2,2,NA,"R testis not enlarged; not original label","",NA,19.12
"606696","w",0.2571095,0.081844607,0.257354056,0.079203329,0.261293587,0.082746907,0.236574492,0.074385052,0.325969972,0.071826635,0.2571095,0.081844607,14.3854381685119,"Setophaga caerulescens",19,"Jun",88,"Monongahela Nat'l Forest, Shaver's Fork, 4mi N Hwy 92; 1100m","Randolph","WV","M","WV.Randolph","Central",38.63488,-79.88203,2568,"GRG","JPA","T-563-a,b","SY","8x5, NA",9,"partial",63.7,52.5,3,4.2,10.5,6.9,NA,NA,"green",9.2,8.6,2,2,2,2,NA,"R testis not enlarged; not original label","",NA,19.12
"606697","b",0.409915293,0.0420111816666667,0.416503182,0.0441111886666667,0.413438561333333,0.0449685053333333,0.352958483666667,0.040736598,0.414405768333333,0.044428172,0.409915293,0.0420111816666667,25.3215737786952,"Setophaga caerulescens",21,"Jun",88,"Monogahela Nat'l Forest; Gauley River; 2mi E Gauley Mills; 660M","Webster","WV","M","WV.Webster","Central",38.3614987,-80.5834224,2569,"GRG","JPA","537-a,b","ASY","9x5.5, NA",9,"partial",65.1,51.2,3.1,3.2,9.4,6.5,NA,NA,"blue",15.8,16,2,2,2,2,NA,"","",NA,NA
"606697","c",0.074975776,0.035175286,0.058970622,0.032036495,0.079639815,0.038328486,0.094699765,0.037786859,0.173444989,0.061643243,0.074975776,0.035175286,64.6650403452805,"Setophaga caerulescens",21,"Jun",88,"Monogahela Nat'l Forest; Gauley River; 2mi E Gauley Mills; 660M","Webster","WV","M","WV.Webster","Central",38.3614987,-80.5834224,2569,"GRG","JPA","537-a,b","ASY","9x5.5, NA",9,"partial",65.1,51.2,3.1,3.2,9.4,6.5,NA,NA,"blue",15.8,16,2,2,2,2,NA,"","",NA,NA
